"time","$STATESET1.x","der($STATESET1.x)","der(x)","der(y)","x","y","$STATESET1.A[1]","$STATESET1.A[2]"
0.058,0.5132163926812018,0.03366443501630559,0.01951282962257722,0.03366443501630559,0.9005659635353542,0.5132163926812018,0,1
0.06,0.5132848685387073,0.03482362714784366,0.0201846334124815,0.03482362714784366,0.9006056539258341,0.5132848685387073,0,1
0.062,0.5133556644800045,0.03598265147161413,0.02085633028189519,0.03598265147161413,0.9006466888994106,0.5133556644800045,0,1
0.064,0.5134287805050936,0.03714150239938852,0.02152791668360635,0.03714150239938852,0.9006890684364541,0.5134287805050936,0,1
0.066,0.5135042088168468,0.03830017437856163,0.02219938910434587,0.03830017437856163,0.9007327879973779,0.5135042088168468,0,1
0.068,0.5135819290623803,0.0394586619195889,0.02287074409000813,0.0394586619195889,0.900777835764599,0.5135819290623803,0,1
0.07000000000000001,0.513661965364015,0.04061695933207121,0.0235419780029106,0.04061695933207121,0.9008242256984402,0.513661965364015,0,1
0.07199999999999999,0.5137443177217509,0.04177506103152548,0.02421308730413252,0.04177506103152548,0.9008719577768615,0.5137443177217509,0,1
0.074,0.5138289861355879,0.04293296143403189,0.02488406845658007,0.04293296143403189,0.9009210319772171,0.5138289861355879,0,1
0.076,0.5139159706055261,0.04409065495625005,0.02555491792503806,0.04409065495625005,0.900971448276257,0.5139159706055261,0,1
0.078,0.5140052711315655,0.04524813601543515,0.02622563217622153,0.04524813601543515,0.9010232066501302,0.5140052711315655,0,1
0.08,0.5140968877137059,0.04640539902945413,0.02689620767882729,0.04640539902945413,0.9010763070743881,0.5140968877137059,0,1
0.082,0.5141908203519476,0.04756243841680186,0.02756664090358549,0.04756243841680186,0.9011307495239862,0.5141908203519476,0,1
0.08400000000000001,0.5142870690462905,0.0487192485966173,0.02823692832331108,0.0487192485966173,0.901186533973288,0.5142870690462905,0,1
0.08599999999999999,0.5143856337967345,0.04987582398869968,0.02890706641295518,0.04987582398869968,0.9012436603960676,0.5143856337967345,0,1
0.08799999999999999,0.5144865146032797,0.05103215901352471,0.02957705164965656,0.05103215901352471,0.9013021287655133,0.5144865146032797,0,1
0.09,0.5145897114659259,0.05218824809226071,0.03024688051279288,0.05218824809226071,0.9013619390542303,0.5145897114659259,0,1
0.092,0.5146952243846735,0.05334408564678488,0.03091654948403204,0.05334408564678488,0.9014230912342447,0.5146952243846735,0,1
0.094,0.5148030533595223,0.05449966609969942,0.03158605504738337,0.05449966609969942,0.9014855852770055,0.5148030533595223,0,1
0.096,0.514913198390472,0.05565498387434781,0.03225539368924879,0.05565498387434781,0.9015494211533895,0.514913198390472,0,1
0.098,0.515025659477523,0.05681003339483098,0.03292456189847399,0.05681003339483098,0.9016145988337042,0.515025659477523,0,1
0.1,0.5151403814665747,0.05796480946297664,0.03359355651079637,0.05796480946297664,0.901681086323084,0.5151403814665747,0,1
0.102,0.5152574027320087,0.05911930625963268,0.03426237379601783,0.05911930625963268,0.9017489058312005,0.5152574027320087,0,1
0.104,0.5153767325141015,0.06027351815250025,0.03493101019678483,0.06027351815250025,0.9018180626820502,0.5153767325141015,0,1
0.106,0.5154983708128533,0.06142743957198908,0.03559946221495128,0.06142743957198908,0.9018885568438267,0.5154983708128533,0,1
0.108,0.5156223176282638,0.06258106494934965,0.03626772635506135,0.06258106494934965,0.9019603882841761,0.5156223176282638,0,1
0.11,0.5157485729603332,0.06373438871668928,0.03693579912440007,0.06373438871668928,0.9020335569702024,0.5157485729603332,0,1
0.112,0.5158771368090613,0.0648874053069886,0.0376036770330438,0.0648874053069886,0.90210806286847,0.5158771368090613,0,1
0.114,0.5160080091744483,0.06604010915411776,0.03827135659391059,0.06604010915411776,0.9021839059450089,0.5160080091744483,0,1
0.116,0.5161411900564942,0.06719249469285282,0.03893883432281064,0.06719249469285282,0.9022610861653183,0.5161411900564942,0,1
0.118,0.5162766794551988,0.06834455635889206,0.03960610673849653,0.06834455635889206,0.9023396034943713,0.5162766794551988,0,1
0.12,0.5164144773705625,0.06949628858887232,0.04027317036271347,0.06949628858887232,0.9024194578966183,0.5164144773705625,0,1
0.122,0.5165545838025848,0.07064768582038528,0.04094002172024945,0.07064768582038528,0.9025006493359924,0.5165545838025848,0,1
0.124,0.516696998751266,0.07179874249199397,0.04160665733898535,0.07179874249199397,0.9025831777759133,0.516696998751266,0,1
0.126,0.516841722216606,0.07294945304324896,0.04227307374994498,0.07294945304324896,0.9026670431792922,0.516841722216606,0,1
0.128,0.5169887541986048,0.0740998119147048,0.04293926748734497,0.0740998119147048,0.9027522455085358,0.5169887541986048,0,1
0.13,0.5171380946972625,0.07524981354793642,0.04360523508864472,0.07524981354793642,0.9028387847255519,0.5171380946972625,0,1
0.132,0.5172897025774041,0.07639945275729815,0.04427097343106959,0.07639945275729815,0.9029266369552703,0.5172897025774041,0,1
0.134,0.5174435639549104,0.07754872413087988,0.04493647918867162,0.07754872413087988,0.9030157941140365,0.5174435639549104,0,1
0.136,0.5175997233484235,0.07869762172160352,0.04560174855381342,0.07869762172160352,0.903106281959849,0.5175997233484235,0,1
0.138,0.5177581807579437,0.07984613997965624,0.04626677808111061,0.07984613997965624,0.90319810045288,0.5177581807579437,0,1
0.14,0.5179189361834708,0.08099427335633101,0.0469315643286555,0.08099427335633101,0.9032912495528319,0.5179189361834708,0,1
0.142,0.518081989625005,0.08214201630404325,0.04759610385806615,0.08214201630404325,0.9033857292189418,0.518081989625005,0,1
0.144,0.518247341082546,0.08328936327634734,0.04826039323453547,0.08328936327634734,0.9034815394099869,0.518247341082546,0,1
0.146,0.518414990556094,0.08443630872795299,0.04892442902688012,0.08443630872795299,0.9035786800842899,0.518414990556094,0,1
0.148,0.518584938045649,0.08558284711474198,0.04958820780758944,0.08558284711474198,0.903677151199724,0.518584938045649,0,1
0.15,0.518757183551211,0.08672897289378455,0.05025172615287417,0.08672897289378455,0.9037769527137186,0.518757183551211,0,1
0.152,0.51893172707278,0.08787468052335594,0.05091498064271527,0.08787468052335594,0.9038780845832645,0.51893172707278,0,1
0.154,0.5191085686103559,0.08901996446295304,0.05157796786091248,0.08901996446295304,0.9039805467649193,0.5191085686103559,0,1
0.156,0.5192877081639389,0.09016481917331091,0.05224068439513287,0.09016481917331091,0.9040843392148138,0.5192877081639389,0,1
0.158,0.5194691457335285,0.09130923911641933,0.05290312683695926,0.09130923911641933,0.9041894618886562,0.5194691457335285,0,1
0.16,0.5196528813191255,0.09245321875553938,0.05356529178193867,0.09245321875553938,0.90429591474174,0.5196528813191255,0,1
0.162,0.5198389149207292,0.09359675255522011,0.05422717582963052,0.09359675255522011,0.9044036977289472,0.5198389149207292,0,1
0.164,0.520027241630804,0.09473983503653644,0.05488877563304281,0.09473983503653644,0.9045128079615108,0.520027241630804,0,1
0.166,0.5202178045848659,0.09588246131646908,0.05555008838045846,0.09588246131646908,0.9046232124488304,0.5202178045848659,0,1
0.168,0.5204106538163853,0.09702462531239008,0.05621111019007283,0.09702462531239008,0.9047349401327642,0.5204106538163853,0,1
0.17,0.5206057886532437,0.09816632150691945,0.05687183768898126,0.09816632150691945,0.9048479905774979,0.5206057886532437,0,1
0.172,0.5208032084233225,0.09930754438442689,0.05753226750882185,0.09930754438442689,0.9049623633468612,0.5208032084233225,0,1
0.174,0.5210029124545036,0.1004482884310491,0.05819239628582124,0.1004482884310491,0.9050780580043359,0.5210029124545036,0,1
0.176,0.521204900074668,0.1015885481347068,0.05885222066083993,0.1015885481347068,0.905195074113061,0.521204900074668,0,1
0.178,0.5214091706116976,0.1027283179851221,0.05951173727941781,0.1027283179851221,0.9053134112358405,0.5214091706116976,0,1
0.18,0.5216157233934738,0.1038675924738357,0.0601709427918193,0.1038675924738357,0.9054330689351504,0.5216157233934738,0,1
0.182,0.5218245577478779,0.105006366094224,0.06082983385307848,0.105006366094224,0.9055540467731445,0.5218245577478779,0,1
0.184,0.5220356730027917,0.1061446333415167,0.06148840712304408,0.1061446333415167,0.905676344311663,0.5220356730027917,0,1
0.186,0.5222490684860966,0.1072823887128138,0.06214665926642426,0.1072823887128138,0.905799961112238,0.5222490684860966,0,1
0.188,0.5224647435256741,0.1084196267071029,0.06280458695283125,0.1084196267071029,0.9059248967361018,0.5224647435256741,0,1
0.19,0.5226826974494058,0.1095563418252767,0.06346218685682606,0.1095563418252767,0.9060511507441934,0.5226826974494058,0,1
0.192,0.5229029295851728,0.1106925285701506,0.06411945565796268,0.1106925285701506,0.9061787226971657,0.5229029295851728,0,1
0.194,0.5231254392608572,0.1118281814464793,0.06477639004083238,0.1118281814464793,0.9063076121553937,0.5231254392608572,0,1
0.196,0.5233502258043402,0.1129632949609752,0.06543298669510797,0.1129632949609752,0.9064378186789808,0.5233502258043402,0,1
0.198,0.5235772649427433,0.1140978639438445,0.06608924259869615,0.1140978639438445,0.9065693281574286,0.5235772649427433,0,1
0.2,0.5238065641633562,0.115231882803384,0.06674515436064725,0.115231882803384,0.9067021448770352,0.5238065641633562,0,1
0.202,0.5240381318090859,0.1163653459334396,0.06740071858111148,0.1163653459334396,0.9068362736191745,0.5240381318090859,0,1
0.204,0.5242719668523951,0.1174982478564304,0.06805593197700262,0.1174982478564304,0.9069717137372474,0.5242719668523951,0,1
0.206,0.5245080682657465,0.1186305830970228,0.06871079127067881,0.1186305830970228,0.9071084645844351,0.5245080682657465,0,1
0.208,0.5247464350216028,0.119762346182148,0.06936529318998451,0.119762346182148,0.9072465255137074,0.5247464350216028,0,1
0.21,0.5249870660924268,0.12089353164102,0.07001943446829223,0.12089353164102,0.9073858958778314,0.5249870660924268,0,1
0.212,0.5252299604506814,0.1220241340051533,0.07067321184454423,0.1220241340051533,0.9075265750293785,0.5252299604506814,0,1
0.214,0.5254751170688291,0.1231541478083812,0.07132662206329395,0.1231541478083812,0.907668562320733,0.5254751170688291,0,1
0.216,0.5257225349193329,0.1242835675868737,0.07197966187474727,0.1242835675868737,0.9078118571041001,0.5257225349193329,0,1
0.218,0.5259722129746555,0.125412387879155,0.07263232803480367,0.125412387879155,0.9079564587315144,0.5259722129746555,0,1
0.22,0.5262241502072595,0.1265406032261222,0.07328461730509707,0.1265406032261222,0.9081023665548477,0.5262241502072595,0,1
0.222,0.5264783455896077,0.1276682081710628,0.07393652645303669,0.1276682081710628,0.9082495799258175,0.5264783455896077,0,1
0.224,0.5267347980941632,0.1287951972596734,0.0745880522518476,0.1287951972596734,0.9083980981959957,0.5267347980941632,0,1
0.226,0.5269935066933882,0.1299215650400769,0.07523919148061115,0.1299215650400769,0.9085479207168166,0.5269935066933882,0,1
0.228,0.5272544703597459,0.1310473060628416,0.07588994092430512,0.1310473060628416,0.9086990468395856,0.5272544703597459,0,1
0.23,0.527517688065699,0.1321724148809987,0.07654029737384388,0.1321724148809987,0.9088514759154874,0.527517688065699,0,1
0.232,0.527783140293568,0.1332968863461847,0.07719025788206674,0.1332968863461847,0.9090051965882273,0.527783140293568,0,1
0.234,0.5280508377671966,0.1344207148343938,0.07783981909383328,0.1344207148343938,0.9091602150142265,0.5280508377671966,0,1
0.236,0.5283207821927877,0.1355438948644663,0.07848897778179814,0.1355438948644663,0.9093165321275677,0.5283207821927877,0,1
0.238,0.5285929723268205,0.1366664210047268,0.07913773076531209,0.1366664210047268,0.9094741471540884,0.5285929723268205,0,1
0.24,0.5288674069257751,0.1377882878261786,0.07978607486994174,0.1377882878261786,0.9096330593195588,0.5288674069257751,0,1
0.242,0.5291440847461306,0.1389094899025224,0.08043400692750781,0.1389094899025224,0.9097932678496898,0.5291440847461306,0,1
0.244,0.5294230045443674,0.1400300218101753,0.08108152377612284,0.1400300218101753,0.9099547719701431,0.5294230045443674,0,1
0.246,0.5297041650769647,0.1411498781282886,0.08172862226022912,0.1411498781282886,0.9101175709065384,0.5297041650769647,0,1
0.248,0.5299875651004022,0.1422690534387672,0.08237529923063604,0.1422690534387672,0.9102816638844646,0.5299875651004022,0,1
0.25,0.5302732033711596,0.1433875423262879,0.08302155154455758,0.1433875423262879,0.9104470501294875,0.5302732033711596,0,1
0.252,0.5305610786457166,0.1445053393783183,0.08366737606564936,0.1445053393783183,0.9106137288671595,0.5305610786457166,0,1
0.254,0.5308511896805527,0.1456224391851355,0.08431276966404562,0.1456224391851355,0.9107816993230289,0.5308511896805527,0,1
0.256,0.5311435352321475,0.1467388363398445,0.08495772921639591,0.1467388363398445,0.9109509607226487,0.5311435352321475,0,1
0.258,0.531438114056981,0.1478545254383978,0.08560225160590172,0.1478545254383978,0.9111215122915868,0.531438114056981,0,1
0.26,0.5317349249115325,0.1489695010796135,0.08624633372235278,0.1489695010796135,0.9112933532554344,0.5317349249115325,0,1
0.262,0.5320339665522821,0.1500837578651946,0.08688997246216319,0.1500837578651946,0.9114664828398163,0.5320339665522821,0,1
0.264,0.5323352376571714,0.1511972904011843,0.08753316472962405,0.1511972904011843,0.9116409002249316,0.5323352376571714,0,1
0.266,0.5326387235227094,0.1523100935432327,0.08817590764437695,0.1523100935432327,0.9118165968442072,0.5326387235227094,0,1
0.268,0.5329444340903812,0.1534221616998618,0.08881819795147211,0.1534221616998618,0.9119935783989783,0.5329444340903812,0,1
0.27,0.5332523679848296,0.154533489487985,0.08946003257694413,0.154533489487985,0.9121718440388475,0.5332523679848296,0,1
0.272,0.5335625238306974,0.155644071527572,0.09010140845367612,0.155644071527572,0.9123513929135048,0.5335625238306974,0,1
0.274,0.5338749002526275,0.1567539024416685,0.09074232252143413,0.1567539024416685,0.9125322241727362,0.5338749002526275,0,1
0.276,0.5341894958752631,0.1578629768564151,0.09138277172690121,0.1578629768564151,0.9127143369664339,0.5341894958752631,0,1
0.278,0.5345063093232465,0.1589712894010671,0.09202275302371148,0.1589712894010671,0.9128977304446063,0.5345063093232465,0,1
0.28,0.5348253392212213,0.1600788347080133,0.09266226337248371,0.1600788347080133,0.913082403757388,0.5348253392212213,0,1
0.282,0.53514658419383,0.1611856074127955,0.09330129974085494,0.1611856074127955,0.9132683560550485,0.53514658419383,0,1
0.284,0.5354700428657156,0.1622916021541284,0.09393985910351384,0.1622916021541284,0.9134555864880042,0.5354700428657156,0,1
0.286,0.5357957138615209,0.1633968135739183,0.09457793844223367,0.1633968135739183,0.9136440942068262,0.5357957138615209,0,1
0.288,0.5361235958058891,0.164501236317283,0.09521553474590524,0.164501236317283,0.9138338783622522,0.5361235958058891,0,1
0.29,0.5364536873234628,0.1656048650325715,0.09585264501056955,0.1656048650325715,0.9140249381051951,0.5364536873234628,0,1
0.292,0.536785987038885,0.166707694371383,0.09648926623945028,0.166707694371383,0.9142172725867543,0.536785987038885,0,1
0.294,0.5371204935767987,0.1678097189885872,0.09712539544298603,0.1678097189885872,0.9144108809582251,0.5371204935767987,0,1
0.296,0.5374572055618468,0.1689109335423431,0.09776102963886228,0.1689109335423431,0.9146057623711094,0.5374572055618468,0,1
0.298,0.5377961188597451,0.1700113327513135,0.09839616589931555,0.1700113327513135,0.9148019143803618,0.5377961188597451,0,1
0.3,0.5381372186778909,0.171110911561578,0.09903080148853277,0.171110911561578,0.9149993283727538,0.5381372186778909,0,1
0.302,0.5384805166000505,0.1722096643759074,0.09966493322616836,0.1722096643759074,0.9151980110009541,0.5384805166000505,0,1
0.304,0.5388260110722046,0.1733075858710011,0.1002985581631871,0.1733075858710011,0.915397961314096,0.5388260110722046,0,1
0.306,0.5391737005403333,0.1744046707270532,0.1009316733580146,0.1744046707270532,0.9155991783615778,0.5391737005403333,0,1
0.308,0.5395235834504173,0.1755009136277715,0.1015642758765671,0.1755009136277715,0.9158016611930743,0.5395235834504173,0,1
0.31,0.5398756582484369,0.1765963092603984,0.1021963627922812,0.1765963092603984,0.9160054088585464,0.5398756582484369,0,1
0.312,0.5402299233803725,0.1776908523157306,0.1028279311861433,0.1776908523157306,0.9162104204082528,0.5402299233803725,0,1
0.314,0.5405863772922047,0.1787845374881395,0.1034589781467189,0.1787845374881395,0.9164166948927593,0.5405863772922047,0,1
0.316,0.5409450184299137,0.1798773594755912,0.1040895007701811,0.1798773594755912,0.9166242313629497,0.5409450184299137,0,1
0.318,0.5413058452394801,0.1809693129796671,0.1047194961603398,0.1809693129796671,0.916833028870037,0.5413058452394801,0,1
0.32,0.5416688561668843,0.182060392705584,0.1053489614286701,0.182060392705584,0.9170430864655738,0.5416688561668843,0,1
0.322,0.5420340496581068,0.1831505933622144,0.1059778936943405,0.1831505933622144,0.9172544032014625,0.5420340496581068,0,1
0.324,0.5424014241591277,0.1842399096621071,0.106606290084241,0.1842399096621071,0.9174669781299664,0.5424014241591277,0,1
0.326,0.5427709781159279,0.1853283363215075,0.1072341477330108,0.1853283363215075,0.9176808103037208,0.5427709781159279,0,1
0.328,0.5431427099744875,0.1864158680603781,0.107861463783066,0.1864158680603781,0.9178958987757433,0.5431427099744875,0,1
0.33,0.5435166181807872,0.187502499602419,0.108488235384627,0.187502499602419,0.9181122425994447,0.5435166181807872,0,1
0.332,0.5438926958973899,0.1885882257976761,0.1091144597943102,0.1885882257976761,0.9183298377717298,0.5438926958973899,0,1
0.334,0.5442709334268168,0.1896730415698467,0.1097401343319954,0.1896730415698467,0.9185486786353904,0.5442709334268168,0,1
0.336,0.5446513395159727,0.1907569414178475,0.1103652559809686,0.1907569414178475,0.9187687702052563,0.5446513395159727,0,1
0.338,0.5450339124387132,0.1918399200859859,0.1109898219269568,0.1918399200859859,0.9189901114369349,0.5450339124387132,0,1
0.34,0.5454186504688936,0.1929219723225135,0.111613829363674,0.1929219723225135,0.9192127012864884,0.5454186504688936,0,1
0.342,0.5458055518803694,0.1940030928796467,0.1122372754928453,0.1940030928796467,0.9194365387104451,0.5458055518803694,0,1
0.344,0.5461946149469961,0.1950832765135881,0.1128601575242322,0.1950832765135881,0.9196616226658103,0.5461946149469961,0,1
0.346,0.5465858379426289,0.1961625179845475,0.1134824726756574,0.1961625179845475,0.9198879521100775,0.5465858379426289,0,1
0.348,0.5469792191411236,0.1972408120567629,0.1141042181730287,0.1972408120567629,0.9201155260012389,0.5469792191411236,0,1
0.35,0.5473747568163353,0.1983181534985215,0.1147253912503633,0.1983181534985215,0.9203443432977972,0.5473747568163353,0,1
0.352,0.5477724492421194,0.1993945370821816,0.115345989149812,0.1993945370821816,0.9205744029587762,0.5477724492421194,0,1
0.354,0.5481722946923319,0.2004699575841931,0.1159660091216823,0.2004699575841931,0.9208057039437326,0.5481722946923319,0,1
0.356,0.5485742914408274,0.201544409785119,0.1165854484244622,0.201544409785119,0.9210382452127657,0.5485742914408274,0,1
0.358,0.5489784377614618,0.202617888469657,0.1172043043248433,0.202617888469657,0.9212720257265309,0.5489784377614618,0,1
0.36,0.5493847319280906,0.2036903884266607,0.1178225740977435,0.2036903884266607,0.9215070444462486,0.5493847319280906,0,1
0.362,0.549793172214569,0.2047619044491609,0.1184402550263299,0.2047619044491609,0.921743300333717,0.549793172214569,0,1
0.364,0.5502037568947525,0.2058324313343873,0.1190573444020412,0.2058324313343873,0.9219807923513228,0.5502037568947525,0,1
0.366,0.5506164784398129,0.2069019640329584,0.119673839640913,0.2069019640329584,0.9222195161057311,0.5506164784398129,0,1
0.368,0.5510313323922634,0.2079704974237685,0.1202897381072927,0.2079704974237685,0.9224594689809166,0.5510313323922634,0,1
0.37,0.5514483226305772,0.2090380261748366,0.1209050370063256,0.2090380261748366,0.9227006531830054,0.5514483226305772,0,1
0.372,0.5518674471612399,0.2101045451087069,0.1215197336688247,0.2101045451087069,0.9229430675223008,0.5518674471612399,0,1
0.374,0.552288703980921,0.2111700490526503,0.1221338254342548,0.2111700490526503,0.9231867108040843,0.552288703980921,0,1
0.376,0.552712091076474,0.2122345328386931,0.1227473096507559,0.2122345328386931,0.9234315818286276,0.552712091076474,0,1
0.378,0.5531376064249365,0.2132979913036469,0.1233601836751659,0.2132979913036469,0.923677679391205,0.5531376064249365,0,1
0.38,0.5535652479935299,0.2143604192891378,0.1239724448730433,0.2143604192891378,0.9239250022821049,0.5535652479935299,0,1
0.382,0.5539950137396598,0.2154218116416365,0.1245840906186896,0.2154218116416365,0.9241735492866414,0.5539950137396598,0,1
0.384,0.5544269016109157,0.2164821632124875,0.1251951182951709,0.2164821632124875,0.9244233191851666,0.5544269016109157,0,1
0.386,0.5548609095450715,0.217541468857939,0.1258055252943399,0.217541468857939,0.9246743107530826,0.5548609095450715,0,1
0.388,0.5552970354700847,0.2185997234391725,0.1264153090168567,0.2185997234391725,0.9249265227608524,0.5552970354700847,0,1
0.39,0.555735277304097,0.2196569218223332,0.1270244668722102,0.2196569218223332,0.9251799539740132,0.555735277304097,0,1
0.392,0.5561756329554344,0.2207130588785594,0.1276329962787386,0.2207130588785594,0.9254346031531875,0.5561756329554344,0,1
0.394,0.5566181003226063,0.2217681294840126,0.1282408946636492,0.2217681294840126,0.9256904690540947,0.5566181003226063,0,1
0.396,0.5570626772943065,0.222822128519908,0.1288481594630393,0.222822128519908,0.9259475504275639,0.5570626772943065,0,1
0.398,0.5575093617494132,0.223875050872544,0.1294547881219146,0.223875050872544,0.9262058460195456,0.5575093617494132,0,1
0.4,0.5579581515569879,0.2249268914333326,0.1300607780942097,0.2249268914333326,0.9264653545711227,0.5579581515569879,0,1
0.402,0.5584090445762768,0.2259776450988301,0.1306661268428058,0.2259776450988301,0.9267260748185236,0.5584090445762768,0,1
0.404,0.5588620386567095,0.2270273067707672,0.1312708318395504,0.2270273067707672,0.9269880054931338,0.5588620386567095,0,1
0.406,0.5593171316379,0.2280758713560789,0.1318748905652748,0.2280758713560789,0.9272511453215073,0.5593171316379,0,1
0.408,0.5597743213496462,0.2291233337669358,0.1324783005098125,0.2291233337669358,0.9275154930253794,0.5597743213496462,0,1
0.41,0.5602336056119303,0.2301696889207743,0.1330810591720162,0.2301696889207743,0.927781047321678,0.5602336056119303,0,1
0.412,0.5606949822349184,0.231214931740327,0.1336831640597757,0.231214931740327,0.9280478069225362,0.5606949822349184,0,1
0.414,0.5611584490189603,0.2322590571536537,0.1342846126900345,0.2322590571536537,0.928315770535303,0.5611584490189603,0,1
0.416,0.5616240037545903,0.2333020600941723,0.1348854025888061,0.2333020600941723,0.9285849368625569,0.5616240037545903,0,1
0.418,0.5620916442225266,0.2343439355006892,0.1354855312911907,0.2343439355006892,0.9288553046021165,0.5620916442225266,0,1
0.42,0.5625613681936708,0.2353846783174304,0.1360849963413908,0.2353846783174304,0.9291268724470531,0.5625613681936708,0,1
0.422,0.5630331734291096,0.2364242834940727,0.1366837952927266,0.2364242834940727,0.9293996390857024,0.5630331734291096,0,1
0.424,0.5635070576801133,0.2374627459857743,0.1372819257076517,0.2374627459857743,0.9296736032016769,0.5635070576801133,0,1
0.426,0.5639830186881358,0.2385000607532065,0.1378793851577673,0.2385000607532065,0.9299487634738769,0.5639830186881358,0,1
0.428,0.5644610541848154,0.2395362227625842,0.1384761712238373,0.2395362227625842,0.9302251185765033,0.5644610541848154,0,1
0.43,0.5649411618919747,0.240571226985698,0.139072281495802,0.240571226985698,0.9305026671790692,0.5649411618919747,0,1
0.432,0.5654233395216197,0.2416050683999446,0.1396677135727922,0.2416050683999446,0.9307814079464114,0.5654233395216197,0,1
0.434,0.5659075810376805,0.2426377421035811,0.1402624651467923,0.2426377421035811,0.9310613373777137,0.5659075810376805,0,1
0.436,0.5663938862634874,0.2436692430210181,0.1408565337882077,0.2436692430210181,0.931342455360429,0.5663938862634874,0,1
0.438,0.566882253836018,0.2446995661176904,0.1414499171026273,0.2446995661176904,0.9316247610971882,0.566882253836018,0,1
0.44,0.5673726813896577,0.2457287063952377,0.1420426127270446,0.2457287063952377,0.931908253212088,0.5673726813896577,0,1
0.442,0.5678651665480212,0.2467566588611182,0.1426346183077356,0.2467566588611182,0.932192930324058,0.5678651665480212,0,1
0.444,0.568359706923953,0.2477834185286408,0.1432259315002705,0.2477834185286408,0.9324787910468729,0.568359706923953,0,1
0.446,0.5688563001195268,0.2488089804169982,0.1438165499695255,0.2488089804169982,0.9327658339891636,0.5688563001195268,0,1
0.448,0.5693549437260453,0.2498333395512992,0.1444064713896936,0.2498333395512992,0.9330540577544287,0.5693549437260453,0,1
