"time","$STATESET1.x","$STATESET2.x","der($STATESET1.x)","der($STATESET2.x)","der(vx)","der(vy)","der(x)","der(y)","F","vx","vy","x","y","$STATESET1.A[1]","$STATESET1.A[2]","$STATESET2.A[1]","$STATESET2.A[2]"
0.02,-0.1961968320315672,-0.001961979179054137,-9.809546854968472,-0.1961968320315672,-0.1154807216392885,-9.809546854968472,-0.0007698741259563198,-0.1961968320315672,0.1154816107038278,-0.0007698741259563198,-0.1961968320315672,0.4999961506228833,-0.001961979179054137,1,0,0,1
0.022,-0.2158150950121693,-0.00237398692094251,-9.809336555958346,-0.2158150950121693,-0.1397304588464471,-9.809336555958346,-0.001024695975858454,-0.2158150950121693,0.1397320338628013,-0.001024695975858454,-0.2158150950121693,0.4999943641543365,-0.00237398692094251,1,0,0,1
0.024,-0.2354329913358849,-0.002825231999843483,-9.809060373163774,-0.2354329913358849,-0.1662893235098707,-9.809060373163774,-0.001330326879219174,-0.2354329913358849,0.166291978194866,-0.001330326879219174,-0.2354329913358849,0.4999920180004347,-0.002825231999843483,1,0,0,1
0.026,-0.255050521002714,-0.003315714415757054,-9.808705799905129,-0.255050521002714,-0.1951572836966267,-9.808705799905129,-0.001691386568958594,-0.255050521002714,0.1951615749417164,-0.001691386568958594,-0.255050521002714,0.4999890059170433,-0.003315714415757054,1,0,0,1
0.028,-0.2746670378074763,-0.003845428659936532,-9.808259249825044,-0.2746670378074763,-0.2263335048008872,-9.808259249825044,-0.002112487475236616,-0.2746670378074763,0.226340198830488,-0.002112487475236616,-0.2746670378074763,0.49998521245975,-0.003845428659936532,1,0,0,1
0.03,-0.2942825775702193,-0.004414375037739365,-9.807706043428674,-0.2942825775702193,-0.2598178843727345,-9.807706043428674,-0.002598248593526475,-0.2942825775702193,0.2598280109546982,-0.002598248593526475,-0.2942825775702193,0.4999805129132797,-0.004414375037739365,1,0,0,1
0.032,-0.3138970878051903,-0.005022552738427844,-9.80703041434084,-0.3138970878051903,-0.2956102193723615,-9.80703041434084,-0.003153288449830352,-0.3138970878051903,0.2956251346492088,-0.003153288449830352,-0.3138970878051903,0.4999747733276047,-0.005022552738427844,1,0,0,1
0.034,-0.3335096816118148,-0.005669952968566525,-9.806215527488193,-0.3335096816118148,-0.3337090444792035,-9.806215527488193,-0.003782211610270947,-0.3335096816118148,0.3337305029502332,-0.003782211610270947,-0.3335096816118148,0.4999678505997503,-0.005669952968566525,1,0,0,1
0.036,-0.3531207988399923,-0.006356580089176025,-9.805243434528636,-0.3531207988399923,-0.3741147755937388,-9.805243434528636,-0.004489644110733168,-0.3531207988399923,0.3741450123049042,-0.004489644110733168,-0.3531207988399923,0.4999595922567842,-0.006356580089176025,1,0,0,1
0.038,-0.3727294719820696,-0.007082422804690313,-9.804095137431096,-0.3727294719820696,-0.4168255918755989,-9.804095137431096,-0.005280185166968779,-0.3727294719820696,0.4168674147068837,-0.005280185166968779,-0.3727294719820696,0.4999498367708661,-0.007082422804690313,1,0,0,1
0.04,-0.3923358331830564,-0.007847482657890649,-9.802750522595968,-0.3923358331830564,-0.46184138125158,-9.802750522595968,-0.006158455852840737,-0.3923358331830564,0.4618982749036836,-0.006158455852840737,-0.3923358331830564,0.499938413223003,-0.007847482657890649,1,0,0,1
0.042,-0.4119392254303293,-0.008651751016972051,-9.801188419081793,-0.4119392254303293,-0.5091606114898424,-9.801188419081793,-0.007129058564922425,-0.4119392254303293,0.5092368528013151,-0.007129058564922425,-0.4119392254303293,0.4999251416005604,-0.008651751016972051,1,0,0,1
0.044,-0.431539300499471,-0.009495223391037307,-9.799386562373027,-0.431539300499471,-0.5587822012114577,-9.799386562373027,-0.008196602253094364,-0.431539300499471,0.5588829872602884,-0.008196602253094364,-0.431539300499471,0.4999098326025948,-0.009495223391037307,1,0,0,1
0.046,-0.4511354871886808,-0.01037789140056877,-9.797321618226457,-0.4511354871886808,-0.6107045280535095,-9.797321618226457,-0.009365687784241667,-0.4511354871886808,0.6108361170964397,-0.009365687784241667,-0.4511354871886808,0.4998922877681531,-0.01037789140056877,1,0,0,1
0.048,-0.4707274297987133,-0.01129975003398921,-9.794969158824689,-0.4707274297987133,-0.6649263140107843,-9.794969158824689,-0.01064092228729711,-0.4707274297987133,0.6650961804509221,-0.01064092228729711,-0.4707274297987133,0.4998722993417112,-0.01129975003398921,1,0,0,1
0.05,-0.4903140246661489,-0.01226078169689968,-9.792303731428554,-0.4903140246661489,-0.7214445115747126,-9.792303731428554,-0.01202688290732245,-0.4903140246661489,0.7216615142867384,-0.01202688290732245,-0.4903140246661489,0.4998496506272471,-0.01226078169689968,1,0,0,1
0.052,-0.509895277314109,-0.01326098635472348,-9.789298726039396,-0.509895277314109,-0.7802583960407643,-9.789298726039396,-0.01352818743182856,-0.509895277314109,0.7805329636445204,-0.01352818743182856,-0.509895277314109,0.499824115305474,-0.01326098635472348,1,0,0,1
0.054,-0.5294698873388672,-0.0143003424379264,-9.785926561852904,-0.5294698873388672,-0.8413641215564893,-9.785926561852904,-0.01514939876449981,-0.5294698873388672,0.8417084503952333,-0.01514939876449981,-0.5294698873388672,0.4997954583688792,-0.0143003424379264,1,0,0,1
0.056,-0.5490375381073775,-0.01537884373196628,-9.782158502999994,-0.5490375381073775,-0.9047599692415608,-9.782158502999994,-0.01689511858368448,-0.5490375381073775,0.9051882405871119,-0.01689511858368448,-0.5490375381073775,0.4997634352025644,-0.01537884373196628,1,0,0,1
0.058,-0.568597292158239,-0.01649647351616784,-9.777964798912105,-0.568597292158239,-0.9704425796648609,-9.777964798912105,-0.01876991897718765,-0.568597292158239,0.9709711914033968,-0.01876991897718765,-0.568597292158239,0.4997277922644791,-0.01649647351616784,1,0,0,1
0.06,-0.5881479164030368,-0.01765320707513202,-9.773314681647227,-0.5881479164030368,-1.038407530019082,-9.773314681647227,-0.02077834850770901,-0.5881479164030368,1.039055345485973,-0.02077834850770901,-0.5881479164030368,0.4996882671025632,-0.01765320707513202,1,0,0,1
0.062,-0.6076888872077821,-0.01884903405063051,-9.768176227959717,-0.6076888872077821,-1.108652107938416,-9.768176227959717,-0.02292499270781506,-0.6076888872077821,1.109440725926343,-0.02292499270781506,-0.6076888872077821,0.4996445875973822,-0.01884903405063051,1,0,0,1
0.064,-0.6272191109013964,-0.02008393278101367,-9.762516524988461,-0.6272191109013964,-1.181171879590537,-9.762516524988461,-0.02521440231845913,-0.6272191109013964,1.182125919491919,-0.02521440231845913,-0.6272191109013964,0.4995964728098545,-0.02008393278101367,1,0,0,1
0.066,-0.6467371198306153,-0.02135787215212599,-9.756301678077701,-0.6467371198306153,-1.25596101659464,-9.756301678077701,-0.02765109553633071,-0.6467371198306153,1.25710842212703,-0.02765109553633071,-0.6467371198306153,0.4995436330263188,-0.02135787215212599,1,0,0,1
0.068,-0.6662422103544676,-0.02267083635888446,-9.749496613925304,-0.6662422103544676,-1.333015678239519,-9.749496613925304,-0.03023963658519883,-0.6662422103544676,1.334388046318936,-0.03023963658519883,-0.6662422103544676,0.4994857687450051,-0.02267083635888446,1,0,0,1
0.07000000000000001,-0.6857332867912568,-0.02402280125713572,-9.742065266689986,-0.6857332867912568,-1.412330678975726,-9.742065266689986,-0.03298456137322527,-0.6857332867912568,1.413963604470051,-0.03298456137322527,-0.6857332867912568,0.4994225715961987,-0.02402280125713572,1,0,0,1
0.07199999999999999,-0.7052089871054072,-0.02541373587525283,-9.733970581929432,-0.7052089871054072,-1.493899726532445,-9.733970581929432,-0.03589038002718668,-0.7052089871054072,1.495833167617921,-0.03589038002718668,-0.7052089871054072,0.4993537243566557,-0.02541373587525283,1,0,0,1
0.074,-0.7246680294881152,-0.02684360994840598,-9.725174453160369,-0.7246680294881152,-1.577716478969675,-9.725174453160369,-0.0389616022256868,-0.7246680294881152,1.579995146008086,-0.0389616022256868,-0.7246680294881152,0.4992789006206229,-0.02684360994840598,1,0,0,1
