"time","F12.F1.y","F12.F2.y","der(F12.F1.y)","der(F12.F2.y)","F12.F1.u","F12.F2.u"
4.598,0.5317390630510319,0.9456404448937596,-0.2542006290664697,-0.03762739834933888,-0.9934647113477862,0.5317390630510319
4.6,0.5312307084173716,0.9455651505945007,-0.2541536186751394,-0.0376667674706481,-0.9936910036334644,0.5312307084173716
4.602,0.5307224482812835,0.9454897775496341,-0.2541059615729561,-0.03770612084257734,-0.9939133211564531,0.5307224482812835
4.604,0.5302142839302173,0.9454143257901415,-0.2540576578262833,-0.0377454583509022,-0.9941316630274823,0.5302142839302173
4.606,0.5297062166512044,0.9453387953472047,-0.2540087075040649,-0.03778477988145457,-0.9943460283731849,0.5297062166512044
4.608,0.5291982477308478,0.9452631862522061,-0.2539591106778246,-0.03782408532012348,-0.9945564163360998,0.5291982477308478
4.61,0.5286903784553127,0.9451874985367271,-0.2539088674216647,-0.03786337455285585,-0.9947628260746756,0.5286903784553127
4.612,0.5281826101103163,0.9451117322325485,-0.2538579778122649,-0.03790264746565748,-0.9949652567632732,0.5281826101103163
4.614,0.5276749439811176,0.9450358873716495,-0.2538064419288813,-0.0379419039445938,-0.9951637075921704,0.5276749439811176
4.616,0.5271673813525073,0.9449599639862067,-0.2537542598533453,-0.03798114387579086,-0.9953581777675642,0.5271673813525073
4.618,0.5266599235087984,0.9448839621085953,-0.2537014316700621,-0.03802036714543608,-0.9955486665115741,0.5266599235087984
4.62,0.5261525717338155,0.9448078817713864,-0.2536479574660102,-0.03805957363977918,-0.9957351730622453,0.5261525717338155
4.622,0.5256453273108853,0.9447317230073475,-0.2535938373307395,-0.03809876324513293,-0.9959176966735519,0.5256453273108853
4.624,0.5251381915228264,0.9446554858494427,-0.253539071356371,-0.03813793584787421,-0.9960962366153997,0.5251381915228264
4.626,0.524631165651939,0.9445791703308304,-0.2534836596375947,-0.03817709133444467,-0.9962707921736292,0.524631165651939
4.628,0.5241242509799958,0.9445027764848649,-0.2534276022716691,-0.03821622959135174,-0.9964413626500184,0.5241242509799958
4.63,0.5236174487882316,0.944426304345094,-0.2533708993584196,-0.03825535050516931,-0.9966079473622855,0.5236174487882316
4.632,0.5231107603573323,0.9443497539452594,-0.2533135510002374,-0.03829445396253883,-0.996770545644092,0.5231107603573323
4.634,0.5226041869674257,0.9442731253192962,-0.2532555573020784,-0.03833353985017005,-0.9969291568450449,0.5226041869674257
4.636,0.5220977298980731,0.9441964185013325,-0.2531969183714621,-0.03837260805484177,-0.9970837803306998,0.5220977298980731
4.638,0.521591390428256,0.944119633525688,-0.2531376343184698,-0.03841165846340291,-0.9972344154825626,0.521591390428256
4.64,0.5210851698363691,0.9440427704268743,-0.2530777052557437,-0.0384506909627732,-0.9973810616980933,0.5210851698363691
4.642,0.5205790694002078,0.9439658292395944,-0.2530171312984858,-0.03848970543994423,-0.997523718390707,0.5205790694002078
4.644,0.5200730903969613,0.9438888099987415,-0.2529559125644564,-0.03852870178198002,-0.9976623849897771,0.5200730903969613
4.646,0.519567234103199,0.9438117127393993,-0.2528940491739728,-0.03856767987601821,-0.9977970609406376,0.519567234103199
4.648,0.5190615017948634,0.943734537496841,-0.252831541249908,-0.03860663960927069,-0.9979277457045845,0.5190615017948634
4.65,0.5185558947472582,0.9436572843065285,-0.2527683889176896,-0.03864558086902458,-0.9980544387588794,0.5185558947472582
4.652,0.5180504142350403,0.9435799532041128,-0.2527045923052983,-0.03868450354264296,-0.9981771395967499,0.5180504142350403
4.654,0.517545061532207,0.9435025442254326,-0.2526401515432666,-0.03872340751756596,-0.9982958477273929,0.517545061532207
4.656,0.5170398379120891,0.9434250574065138,-0.2525750667646775,-0.03876229268131134,-0.9984105626759761,0.5170398379120891
4.658,0.5165347446473383,0.9433474927835701,-0.252509338105163,-0.03880115892147562,-0.9985212839836397,0.5165347446473383
4.66,0.5160297830099192,0.9432698503930008,-0.252442965702903,-0.03884000612573469,-0.9986280112074989,0.5160297830099192
4.662,0.5155249542710977,0.9431921302713916,-0.2523759496986237,-0.0388788341818449,-0.9987307439206446,0.5155249542710977
4.664,0.5150202597014323,0.9431143324555135,-0.2523082902355964,-0.03891764297764375,-0.9988294817121464,0.5150202597014323
4.666,0.514515700570763,0.9430364569823221,-0.252239987459636,-0.03895643240105082,-0.9989242241870531,0.514515700570763
4.668,0.5140112781482024,0.9429585038889581,-0.2521710415190995,-0.0389952023400687,-0.9990149709663948,0.5140112781482024
4.67,0.513506993702125,0.9428804732127453,-0.252101452564885,-0.03903395268278365,-0.9991017216871848,0.513506993702125
4.672,0.5130028485001569,0.9428023649911909,-0.2520312207504295,-0.03907268331736673,-0.9991844760024201,0.5130028485001569
4.674,0.5124988438091665,0.9427241792619852,-0.2519603462317084,-0.03911139413207442,-0.9992632335810837,0.5124988438091665
4.676,0.511994980895255,0.9426459160630007,-0.2518888291672334,-0.03915008501524962,-0.9993379941081454,0.511994980895255
4.678,0.5114912610237446,0.9425675754322913,-0.2518166697180513,-0.03918875585532242,-0.999408757284563,0.5114912610237446
4.68,0.5109876854591701,0.9424891574080929,-0.2517438680477423,-0.03922740654081117,-0.999475522827284,0.5109876854591701
4.682,0.5104842554652677,0.9424106620288212,-0.251670424322419,-0.03926603696032305,-0.9995382904692464,0.5104842554652677
